Date2,Burnt,Quadrat,X,Y,Site,Dung,Heat load,Habitat,pH,P,N,Slope,Max_age,Altitude,Aspect,Agrostis.cappilaris,Agrostis_canina,Calluna_vulgaris,Carex viridula,Carex.echinata,Carex_binervis,Carex_panacea,Carex_pilulifera,Deschampia_flexuosa,Drosera_rotundifolia,Empetrum_nigrum,Epilobium_palustre,Erica_cinerea,Erica_tetralix,Eriophorum_angustifolium,Eriophorum_vaginatum,Galium.saxatile,Juncus.acutiflorus,Juncus.bulbosus,Juncus.effusus,Juncus_bufonius,Juncus_squarrosa,Molinia_caerula,Nardus_stricta,Potentilla_erecta,Sagina_procumbens
20/08/2012,N,EM246,336294,325205,EM,Frequent,0.86757909,DH,4.33,2.7,1.64,12.2463,6,524,237.225,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
17/08/2012,Y,EM73,332270,325216,EM,Abundant,0.648822534,WH,4.23,3.5,2.11,13.6081,1,377,51.7098,0,0,46,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,3,0,0,0,0
17/08/2012,Y,EM74,332268,325654,EM,Abundant,0.866185588,WH,4.12,4.3,1.72,11.4773,1,417,217.999,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
07/08/2012,N,EM79,332269,327893,EM,None,0.745164693,WH,4.84,1.5,2.03,13.1201,12,320,125.395,0,3,0,16,0,0,0,0,0,0,0,0,33,382,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2012,N,EM91,332716,323423,EM,None,0.560089445,DH,4.24,2.4,1.4,20.6354,8,554,32.5295,0,0,71,0,0,6,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0
29/06/2012,Y,EM92,332718,323871,EM,Frequent,0.661799004,WH,4.32,2.7,1.75,12.9128,1,478,62.0378,0,0,35,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,3,0,0,0,0,0,1,0
17/08/2012,Y,EM95,332714,324828,EM,None,0.784966596,DH,4.32,2.6,2.25,5.38932,1,315,122.005,0,1,2,0,0,2,0,1,0,0,0,0,7,0,0,0,0,0,14,1,0,0,0,0,3,0
19/07/2012,Y,GR20,203712,353827,GR,None,0.790838187,WH,4.24,4.5,2.03,3.1996,1,195,116.565,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
19/07/2012,Y,GR21,203719,354124,GR,None,0.799187498,WH,4.25,4.9,2.5,3.23769,1,207,135,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
19/07/2012,Y,GR23,204002,353799,GR,None,0.767000264,WH,4.3,4.3,2.33,3.72995,1,184,32.4712,0,0,8,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0
19/07/2012,Y,GR24,203962,354378.5,GR,None,0.810117882,WH,4.21,6.4,2.3,1.35863,1,215,161.565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/07/2012,Y,GR26,204318,353821,GR,None,0.801420985,WH,4.31,2.8,1.54,0.859372,1,184,90,0,0,34,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0
19/07/2012,Y,GR27,204390,354383,GR,None,0.682276266,WH,4.23,6.9,2.62,10.7306,1,211,36.4164,0,0,8,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
20/07/2012,Y,GR3,202291,354173,GR,Rare,0.809770918,Bog,4.2,4.2,2.22,0.90585,1,237,288.435,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,0,0,0
20/07/2012,Y,GR34,202769,353991,GR,Rare,0.797326124,Bog,4.26,2.9,1.94,1.09075,1,242,23.1986,0,0,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0
20/07/2012,N,GR5,202515,353824,GR,Rare,0.797072072,Bog,4.22,2.7,1.99,1.18102,9,245,75.9638,0,0,18,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
20/07/2012,Y,GR6,202515,354126,GR,Rare,0.810667749,Bog,4.22,4.1,2.06,1.18102,1,241,284.036,0,0,60,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
20/07/2012,N,GR8,202816,353827,GR,None,0.803498514,Bog,4.12,4,2.17,0.730341,14,244,348.69,0,0,43,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
11/09/2012,Y,MNB,250988,381595,MN,None,0.647664483,DH,4.19,3.1,0.65,13.2274,1,391,51.9112,0,0,44,0,0,3,0,0,0,0,0,0,12,0,0,0,1,0,8,8,0,0,0,1,1,0
11/09/2012,Y,MNB102,251829,381519,MN,None,0.777805153,Bog,4.14,6.8,1.88,7.07974,1,426,319.899,0,0,44,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
11/09/2012,Y,MNB103,252119,381509,MN,Abundant,0.761198004,Bog,3.97,13.4,2.17,9.17928,1,411,124.919,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
07/09/2012,Y,MNB110,250930,381207,MN,None,0.689912316,Bog,3.95,7.1,1.94,11.8728,1,494,2.72631,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14/09/2012,Y,MNB112,251527,381207,MN,None,0.754641804,Bog,3.98,10.7,2.18,6.95074,1,441,105.461,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/09/2012,Y,MNB121,251226,380915,MN,Occaisional,0.713752066,Bog,4.04,10,2.03,17.8226,1,492,126.781,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
26/09/2012,N,MNB129,250734,380615,MN,None,0.780789965,Bog,4.05,2.9,1.89,7.65189,15,498,135,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/09/2012,N,MNB130,250926,380609,MN,None,0.743838266,Bog,4.24,12.3,2.69,12.5186,13,464,125.838,0,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2,0,1,0,0,5,0
12/09/2012,N,MNB131,251229,380612,MN,None,0.804814398,Bog,4.09,5.1,2.37,13.6861,12,428,160.821,0,3,15,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,19,0
14/09/2012,Y,MNB133,251824,380609,MN,None,0.747647008,Bog,4.03,5,1.61,6.56634,1,370,92.4896,0,0,162,0,0,0,0,0,2,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0
05/09/2012,N,MNB139,250625,380309,MN,Rare,0.688790797,Bog,4.05,5.3,1.74,11.763,8,503,85.1792,0,0,54,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14/09/2012,N,MNB142,251523,380303,MN,None,0.817318622,Bog,4.01,5.3,1.97,12.8174,8,363,167.949,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
05/09/2012,N,MNB149,250632,380010,MN,None,0.693584388,Bog,4,7.7,2.15,11.0041,11,505,81.8699,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2012,N,MNB150,250926,380010,MN,None,0.582223359,Bog,4.12,8.6,1.91,19.3483,15,421,70.0169,1,8,2,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,18,1,0,0,0,7,2,0
12/09/2012,N,MNB151,251222,380016,MN,None,0.693788829,Bog,4.11,7.4,2.3,9.68482,17,371,58.1726,0,2,76,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,0,14,0
12/09/2012,N,MNB161,251229,379709,MN,None,0.703310634,Bog,4.06,5.4,1.78,8.9694,13,402,60.5928,0,0,38,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
14/09/2012,Y,MNB4,249724,384202,MN,None,0.777974577,Bog,3.9,7.5,1.7,6.50463,1,218,322.125,0,0,115,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,4,0,0,0,0,0,0
07/09/2012,N,MNB7,249789,384799,MN,None,0.854354473,DH,4.04,4.4,1.66,11.5767,16,224,203.749,0,0,29,0,0,0,0,0,7,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
07/09/2012,Y,MNB72,250324,381816,MN,None,0.802587004,Bog,3.92,4.5,1.79,13.7773,1,434,290.283,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
07/09/2012,Y,MNB86,250624,381813,MN,None,0.662577144,Bog,4.13,4.1,1.61,12.8279,1,432,70.7693,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/07/2012,N,SA106,312351,428949,SA,None,0.830307319,Bog,4,3.5,1.55,6.67592,6,325,250.017,0,0,55,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
06/07/2012,N,SA107,312310,429198,SA,None,0.784918469,Bog,4.05,6,1.59,3.69146,22,319,324.462,0,0,67,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
09/08/2012,N,SA108,312245,429579,SA,None,0.76606733,Bog,4.03,4.3,1.93,3.1996,10,302,26.5651,0,0,36,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
15/07/2012,Y,SA109,312350,430150,SA,None,0.78470516,Bog,4.24,5.4,1.59,7.94196,1,306,143.746,0,0,57,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
09/08/2012,N,SA121,312653,429254,SA,None,0.748576508,Bog,4.03,2,1.44,6.33492,18,332,352.235,0,0,37,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
15/07/2012,Y,SA122,312648,430450,SA,None,0.739625737,Bog,4.1,3.9,1.66,6.43292,1,300,86.1859,0,0,46,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0
16/07/2012,Y,SA154,311147,430148,SA,None,0.81465792,Bog,4.2,5.2,1.51,6.30298,1,301,275.194,0,0,61,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
16/07/2012,Y,SA169,311450,430150,SA,None,0.812397462,Bog,4.13,5.7,1.63,3.57919,1,333,267.709,0,0,70,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
09/08/2012,Y,SA31,310579,429850,SA,None,0.814599108,Bog,4.08,4.1,1.42,5.86792,1,241,274.185,0,0,39,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10,0,0,0,0,0,0
09/08/2012,Y,SA53,311151,429849.3333,SA,None,0.833494613,Bog,4.04,6.2,1.82,6.25797,1,295,226.848,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/07/2012,Y,SA68,311452,429851,SA,Frequent,0.833850999,Bog,3.98,4.9,1.51,9.90836,1,316,189.058,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/07/2012,N,SA81,311748,429250,SA,None,0.818537828,Bog,3.97,4.3,1.75,3.29399,10,294,235.62,0,0,72,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
06/07/2012,N,SA82,311671,429474,SA,None,0.802137778,Bog,3.98,5.4,1.92,4.61818,7,291,291.801,0,0,18,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
10/07/2012,Y,SA83,311751,429853,SA,None,0.804145527,Bog,4.1,5.3,1.67,8.98488,1,311,161.565,0,0,99,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
16/07/2012,Y,SA84,311749,430151,SA,None,0.777563695,Bog,4.11,4.1,1.62,5.31353,1,334,126.254,0,0,50,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
16/07/2012,Y,SA85,311750,430449,SA,None,0.823443785,Bog,3.93,8.9,1.73,4.32226,1,352,214.216,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
06/07/2012,N,SA94,312052,429249,SA,None,0.815190299,Bog,3.97,3.8,2.24,2.75314,20,307,242.103,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
06/07/2012,N,SA95,311929,429495,SA,None,0.791178224,Bog,3.92,6.9,2.32,2.26364,12,303,325.305,0,0,16,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
16/07/2012,Y,SA97,312051,430150,SA,None,0.816517859,Bog,4.13,4.2,1.79,7.58085,1,325,174.611,0,0,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
03/10/2012,N,SH1,249827,346853,SH,None,0.793273311,Bog,3.95,5.9,1.85,7.51978,17,232,307.304,0,0,35,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0
16/08/2012,Y,SH102,250127,344452,SH,None,0.785265038,Bog,4,5.8,2.04,2.59241,1,271,6.34019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16/08/2012,Y,SH103,250426,344456,SH,None,0.832430673,Bog,4.16,11,2.33,4.28915,1,289,233.13,0,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28/08/2012,Y,SH104,250726,344453,SH,None,0.812944401,Bog,4.08,8.5,2.11,2.98822,1,309,286.699,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0
16/08/2012,Y,SH121,250124,344157,SH,None,0.82218378,Bog,3.91,3.9,1.54,2.22716,1,273,225,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
03/10/2012,N,SH13,249829,346257,SH,None,0.809508253,Bog,3.97,2.3,1.49,1.28096,11,276,296.565,0,0,100,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
27/07/2012,N,SH14,250129,346257,SH,None,0.806526061,Bog,3.91,4,2.19,2.26364,9,292,145.305,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
31/07/2012,N,SH15,250427,346257,SH,None,0.784262651,Bog,3.96,4.5,1.84,2.30842,15,279,60.2551,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
27/09/2012,Y,SH186,252528,342353,SH,None,0.785135728,Bog,4.23,4.2,1.64,6.66686,1,314,131.532,0,0,23,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0
27/09/2012,Y,SH191,252754,342074,SH,None,0.821958165,Bog,4.13,2,1.4,2.36968,1,313,244.983,0,0,28,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
13/08/2012,Y,SH198D,255339,344585,SH,None,0.735985798,Bog,4.05,5.1,1.98,9.30151,1,345,102.339,0,0,21,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,2,0,2,0,0,1,1,0
03/10/2012,N,SH22,249828,345958,SH,None,0.820685033,Bog,3.98,4.3,1.96,5.17424,7,260,173.66,0,0,40,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
27/07/2012,Y,SH23,250130,345954,SH,None,0.847047002,Bog,4.01,3.4,1.94,9.25026,1,289,197.879,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
05/10/2012,N,SH24,250427,345956,SH,None,0.790616875,Bog,3.96,3.4,2.12,1.91034,12,282,77.0054,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
31/07/2012,Y,SH32,250426,345655,SH,None,0.839875132,Bog,4.03,4.2,2.09,8.14813,1,252,192.095,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
27/07/2012,N,SH5,250127,346554,SH,None,0.666758272,Bog,3.94,6.1,2.15,13.1084,13,271,14.9314,0,0,24,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
